id,provider,service_type,region,instance_type,usage_hours,cpu_cores,memory_gb,cost_per_hour,total_cost,cost_per_cpu,cost_per_gb,cost_per_hour_per_cpu,efficiency_score,memory_per_cpu,resource_intensity,is_high_memory,is_high_cpu,cluster,ml_prediction,model_type,model_r2_score,model_mae,model_oob_score,clustering_algorithm,n_clusters,provider_encoded,service_type_encoded,region_encoded,data_source,source_url,documentation_url,analysis_timestamp,analysis_date,analysis_time
123,AWS,Compute,eu-west-1,r5.large,487.4954,2,16.0000,0.1449,70.6381,35.3190,4.4149,0.0725,0.0725,8.0000,32.0000,1,0,2,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
124,AWS,Network,us-west-2,r5.large,495.9126,2,16.0000,0.0693,34.3667,17.1834,2.1479,0.0347,0.0347,8.0000,32.0000,1,0,2,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,3,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
125,AWS,Compute,eu-west-1,r5.large,31.4431,2,16.0000,0.1449,4.5561,2.2781,0.2848,0.0725,0.0725,8.0000,32.0000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
126,AWS,AI/ML,us-west-2,r5.large,21.0568,2,16.0000,0.4158,8.7554,4.3777,0.5472,0.2079,0.2079,8.0000,32.0000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,0,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
127,AWS,Network,eu-west-1,r5.large,56.6083,2,16.0000,0.0725,4.1013,2.0506,0.2563,0.0362,0.0362,8.0000,32.0000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,3,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
128,AWS,AI/ML,us-west-2,r5.large,82.5296,2,16.0000,0.4158,34.3158,17.1579,2.1447,0.2079,0.2079,8.0000,32.0000,1,0,0,37.5122,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,0,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
129,AWS,Compute,us-west-2,r5.large,275.1470,2,16.0000,0.1386,38.1354,19.0677,2.3835,0.0693,0.0693,8.0000,32.0000,1,0,2,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
130,AWS,Compute,eu-west-1,r5.large,14.6764,2,16.0000,0.1449,2.1266,1.0633,0.1329,0.0725,0.0725,8.0000,32.0000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
131,AWS,Database,us-east-1,r5.large,154.1012,2,16.0000,0.2520,38.8335,19.4167,2.4271,0.1260,0.1260,8.0000,32.0000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,2,8,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
132,AWS,Compute,us-east-1,r5.large,25.2400,2,16.0000,0.1260,3.1802,1.5901,0.1988,0.0630,0.0630,8.0000,32.0000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,8,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
133,AWS,Compute,us-west-2,r5.large,215.7013,2,16.0000,0.1386,29.8962,14.9481,1.8685,0.0693,0.0693,8.0000,32.0000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
134,AWS,Compute,us-west-2,r5.large,8.1562,2,16.0000,0.1386,1.1304,0.5652,0.0707,0.0693,0.0693,8.0000,32.0000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
135,AWS,Compute,us-west-2,r5.large,289.2005,2,16.0000,0.1386,40.0832,20.0416,2.5052,0.0693,0.0693,8.0000,32.0000,1,0,2,42.2024,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
136,AWS,Compute,us-west-2,i3.large,2.1594,2,15.2500,0.1716,0.3705,0.1853,0.0243,0.0858,0.0858,7.6250,30.5000,1,0,0,1.9620,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
137,AWS,Compute,us-west-2,i3.large,12.7431,2,15.2500,0.1716,2.1867,1.0934,0.1434,0.0858,0.0858,7.6250,30.5000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
138,AWS,Compute,us-east-1,i3.large,20.7560,2,15.2500,0.1560,3.2379,1.6190,0.2123,0.0780,0.0780,7.6250,30.5000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,8,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
140,AWS,Storage,us-west-2,i3.large,147.5714,2,15.2500,0.0515,7.5970,3.7985,0.4982,0.0257,0.0257,7.6250,30.5000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,4,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
141,AWS,Storage,us-east-1,i3.large,329.8966,2,15.2500,0.0468,15.4392,7.7196,1.0124,0.0234,0.0234,7.6250,30.5000,1,0,2,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,4,8,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
142,AWS,Network,eu-west-1,i3.large,61.3813,2,15.2500,0.0897,5.5059,2.7529,0.3610,0.0448,0.0448,7.6250,30.5000,1,0,0,5.6568,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,3,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
143,AWS,Network,eu-west-1,i3.large,30.6960,2,15.2500,0.0897,2.7534,1.3767,0.1806,0.0448,0.0448,7.6250,30.5000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,3,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
144,AWS,AI/ML,eu-west-1,i3.large,201.9458,2,15.2500,0.5382,108.6872,54.3436,7.1270,0.2691,0.2691,7.6250,30.5000,1,0,3,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,0,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
145,AWS,Network,us-west-2,i3.large,127.0165,2,15.2500,0.0858,10.8980,5.4490,0.7146,0.0429,0.0429,7.6250,30.5000,1,0,0,11.7479,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,3,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
146,AWS,Compute,eu-west-1,i3.large,114.9662,2,15.2500,0.1794,20.6249,10.3125,1.3525,0.0897,0.0897,7.6250,30.5000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
147,AWS,Compute,us-west-2,i3.large,239.1894,2,15.2500,0.1716,41.0449,20.5225,2.6915,0.0858,0.0858,7.6250,30.5000,1,0,2,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
148,AWS,Network,eu-west-1,i3.large,56.8134,2,15.2500,0.0897,5.0962,2.5481,0.3342,0.0448,0.0448,7.6250,30.5000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,3,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
149,AWS,Network,eu-west-1,i3.large,207.5203,2,15.2500,0.0897,18.6146,9.3073,1.2206,0.0448,0.0448,7.6250,30.5000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,3,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
150,AWS,Compute,us-west-2,i3.large,44.2215,2,15.2500,0.1716,7.5884,3.7942,0.4976,0.0858,0.0858,7.6250,30.5000,1,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
151,Azure,AI/ML,eastus,B1s,228.4231,1,1.0000,0.0291,6.6517,6.6517,6.6517,0.0291,0.0291,1.0000,1.0000,0,0,2,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,0,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
152,Azure,Network,eastus,B1s,58.4248,1,1.0000,0.0042,0.2430,0.2430,0.2430,0.0042,0.0042,1.0000,1.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,3,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
153,Azure,Storage,westus,B1s,96.2370,1,1.0000,0.0027,0.2627,0.2627,0.2627,0.0027,0.0027,1.0000,1.0000,0,0,0,0.4974,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,4,10,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
154,Azure,Compute,eastus,B1s,245.9463,1,1.0000,0.0104,2.5578,2.5578,2.5578,0.0104,0.0104,1.0000,1.0000,0,0,2,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
155,Azure,Database,westus,B1s,64.7223,1,1.0000,0.0240,1.5549,1.5549,1.5549,0.0240,0.0240,1.0000,1.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,2,10,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
156,Azure,Compute,eastus,B1s,14.4819,1,1.0000,0.0104,0.1506,0.1506,0.1506,0.0104,0.0104,1.0000,1.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
157,Azure,Storage,westus,B1s,347.6113,1,1.0000,0.0027,0.9490,0.9490,0.9490,0.0027,0.0027,1.0000,1.0000,0,0,2,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,4,10,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
158,Azure,Compute,northeurope,B1s,111.0680,1,1.0000,0.0116,1.2937,1.2937,1.2937,0.0116,0.0116,1.0000,1.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,5,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
159,Azure,Storage,eastus,B1s,52.9131,1,1.0000,0.0026,0.1376,0.1376,0.1376,0.0026,0.0026,1.0000,1.0000,0,0,0,0.3065,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,4,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
160,Azure,Compute,westus,B1s,117.3612,1,1.0000,0.0109,1.2816,1.2816,1.2816,0.0109,0.0109,1.0000,1.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,10,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
161,Azure,Compute,eastus,B1s,109.1834,1,1.0000,0.0104,1.1355,1.1355,1.1355,0.0104,0.0104,1.0000,1.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
162,Azure,Storage,northeurope,B1s,141.3084,1,1.0000,0.0029,0.4115,0.4115,0.4115,0.0029,0.0029,1.0000,1.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,4,5,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
163,Azure,Storage,eastus,B1s,44.3273,1,1.0000,0.0026,0.1153,0.1153,0.1153,0.0026,0.0026,1.0000,1.0000,0,0,0,0.2984,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,4,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
164,Azure,Compute,northeurope,B1s,118.6862,1,1.0000,0.0116,1.3825,1.3825,1.3825,0.0116,0.0116,1.0000,1.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,5,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
165,Azure,AI/ML,northeurope,B1s,142.0321,1,1.0000,0.0326,4.6323,4.6323,4.6323,0.0326,0.0326,1.0000,1.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,0,5,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
166,Azure,Database,eastus,B1ms,240.2883,1,2.0000,0.0458,10.9956,10.9956,5.4978,0.0458,0.0458,2.0000,2.0000,0,0,2,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,2,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
167,Azure,Compute,northeurope,B1ms,185.7296,1,2.0000,0.0233,4.3268,4.3268,2.1634,0.0233,0.0233,2.0000,2.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,5,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
168,Azure,Compute,westus,B1ms,46.7446,1,2.0000,0.0218,1.0209,1.0209,0.5105,0.0218,0.0218,2.0000,2.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,10,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
169,Azure,Compute,eastus,B1ms,45.5625,1,2.0000,0.0208,0.9477,0.9477,0.4738,0.0208,0.0208,2.0000,2.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
170,Azure,Compute,westus,B1ms,288.8083,1,2.0000,0.0218,6.3076,6.3076,3.1538,0.0218,0.0218,2.0000,2.0000,0,0,2,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,10,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
171,Azure,Compute,eastus,B1ms,89.0639,1,2.0000,0.0208,1.8525,1.8525,0.9263,0.0208,0.0208,2.0000,2.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
172,Azure,Compute,northeurope,B1ms,5.7894,1,2.0000,0.0233,0.1349,0.1349,0.0674,0.0233,0.0233,2.0000,2.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,5,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
173,Azure,Database,westus,B1ms,73.5310,1,2.0000,0.0480,3.5330,3.5330,1.7665,0.0480,0.0480,2.0000,2.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,2,10,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
174,Azure,AI/ML,eastus,B1ms,118.3237,1,2.0000,0.0582,6.8912,6.8912,3.4456,0.0582,0.0582,2.0000,2.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,0,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
175,Azure,Storage,eastus,B1ms,28.5879,1,2.0000,0.0052,0.1487,0.1487,0.0743,0.0052,0.0052,2.0000,2.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,4,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
176,Azure,Compute,northeurope,B1ms,224.5472,1,2.0000,0.0233,5.2311,5.2311,2.6155,0.0233,0.0233,2.0000,2.0000,0,0,2,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,5,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
177,Azure,Compute,eastus,B1ms,197.1643,1,2.0000,0.0208,4.1010,4.1010,2.0505,0.0208,0.0208,2.0000,2.0000,0,0,0,4.8566,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
178,Azure,Database,northeurope,B1ms,151.5226,1,2.0000,0.0513,7.7657,7.7657,3.8829,0.0513,0.0513,2.0000,2.0000,0,0,0,14.6312,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,2,5,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
179,Azure,Network,eastus,B1ms,211.6250,1,2.0000,0.0083,1.7607,1.7607,0.8804,0.0083,0.0083,2.0000,2.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,3,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
180,Azure,Compute,eastus,B1ms,26.4517,1,2.0000,0.0208,0.5502,0.5502,0.2751,0.0208,0.0208,2.0000,2.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
181,Azure,Compute,eastus,B2s,367.3588,2,4.0000,0.0416,15.2821,7.6411,3.8205,0.0208,0.0208,2.0000,8.0000,0,0,2,13.8909,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,1,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
182,Azure,Storage,eastus,B2s,355.6818,2,4.0000,0.0104,3.6991,1.8495,0.9248,0.0052,0.0052,2.0000,8.0000,0,0,2,6.4237,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,4,1,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
183,Azure,Network,westus,B2s,114.9992,2,4.0000,0.0175,2.0093,1.0046,0.5023,0.0087,0.0087,2.0000,8.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,1,3,10,Azure Public Pricing Page,https://azure.microsoft.com/en-us/pricing/details/virtual-machines/linux/,https://docs.microsoft.com/en-us/rest/api/cost-management/,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
